src_lang,tgt_lang,src_text,mt_text,ground_truth,ground_truth_classification,prediction,prediction_class,comet_score,ref
spa_Latn,eng_Latn,"Haga averiguaciones en la institución y en la oficina de inmigración del destino donde pretende estudiar, a fin de tomar conocimiento en detalle los requisitos.",Make inquiries at the institution and immigration office of the destination where you wish to study in order to obtain detailed knowledge of the requirements.,Make inquiries at the institution and immigration office of the destination where you wish to study in order to obtain detailed knowledge of the requirements.,1_No_hallucination,Make inquiries at the institution and immigration office of the destination where you wish to study in order to obtain detailed knowledge of the requirements.,1_No_hallucination,[0.9352573156356812],Make inquiries at the institution and immigration office of the destination where you wish to study in order to obtain detailed knowledge of the requirements.
spa_Latn,eng_Latn,La aeronave viajaba hacia Irkutsk y la guiaban tropas del interior.,The plane was on its way to Irkutsk and was guided by internal troops.,The plane was on its way to Irkutsk and was guided by internal troops.,1_No_hallucination,The plane was on its way to Irkutsk and was guided by internal troops.,1_No_hallucination,[0.966717541217804],The plane was on its way to Irkutsk and was guided by internal troops.
spa_Latn,eng_Latn,"El riego, sabe usted...","The irrigation, you know...","The irrigation, you know...",1_No_hallucination,"The irrigation, you know...",1_No_hallucination,[0.972870409488678],"The irrigation, you know..."
spa_Latn,eng_Latn,"Muy poco inteligente esa afirmacion, si los antifascistas creen eso, creo que la poca intleigencia q tienen se les a acabó, haber si estudiamos algos vagos comunistas.","Very unintelligent that statement, if the anti-fascists believe that, I think the little intelligence they have is gone, there if we study some vague communist algae.","Very unintelligent that statement, if the anti-fascists believe that, I think the little intelligence they have is gone, there if we study some vague communist <<<algae>>>.",2_Small_hallucination,"Very unintelligent that statement, if the anti-fascists believe that, I think the little intelligence they have is gone, there if we study some vague communist algae.",2_Small_hallucination,[0.7741700410842896],"Very unintelligent that statement, if the anti-fascists believe that, I think the little intelligence they have is gone, there if we study some vague communist <<<algae>>>."
spa_Latn,eng_Latn,"¿Qué efecto tendría en mí la gravedad de Io? Si usted se encontrara en la superficie del satélite, su peso sería menor que en la Tierra.","If you were on the surface of the satellite, its weight would be less than Earth's.","If you were on the surface of the satellite, its weight would be less than Earth's.",1_No_hallucination,"If you were on the surface of the satellite, its weight would be less than Earth's.",1_No_hallucination,[0.9546937346458435],"If you were on the surface of the satellite, its weight would be less than Earth's."
spa_Latn,eng_Latn,"Se cree que Allen, de las personas más pudientes del globo, ha invertido buena parte de su fortuna en exploraciones marinas y el motivo de encarar la búsqueda de los Musashi fue el interés que siempre tuvo en la guerra.","Allen, one of the wealthiest people on the globe, is believed to have invested much of his fortune in marine exploration and the reason for facing the search for the Musashi was his ever-present interest in war.","Allen, one of the wealthiest people on the globe, is believed to have invested much of his fortune in marine exploration and the reason for facing the search for the Musashi was his ever-present interest in war.",1_No_hallucination,"Allen, one of the wealthiest people on the globe, is believed to have invested much of his fortune in marine exploration and the reason for facing the search for the Musashi was his ever-present interest in war.",1_No_hallucination,[0.9152863621711731],"Allen, one of the wealthiest people on the globe, is believed to have invested much of his fortune in marine exploration and the reason for facing the search for the Musashi was his ever-present interest in war."
spa_Latn,eng_Latn,"El tipo Pureland es un origami en el que solo se permite realizar pliegue a la vez, no se pueden hacer aquellos que son más complejos, como los inversos, y todos tienen ubicaciones sencillas.","The Pureland type is an origami that only allows folding at a time, you can't make those that are more complex, like inverters, and they all have simple locations.","The Pureland type is an origami that only allows folding at a time, you can't make those that are more complex, like inverters, and they all have simple locations.",1_No_hallucination,"The Pureland type is an origami that only allows folding at a time, you can't make those that are more complex, like inverters, and they all have simple locations.",1_No_hallucination,[0.9078018069267273],"The Pureland type is an origami that only allows folding at a time, you can't make those that are more complex, like inverters, and they all have simple locations."
spa_Latn,eng_Latn,ESTE ARTÍCULO ES UNA ESTUPIDEZ.,This article is silly.,This article is silly.,1_No_hallucination,This article is silly.,1_No_hallucination,[0.9865988492965698],This article is silly.
spa_Latn,eng_Latn,"Aunque las autoridades no están seguras de que la amenaza sea real, la Autoridad de Transporte de Maryland procedió al cierre, a requerimiento del FBI.","Although authorities aren't sure if the threat is real, the Maryland Transportation Authority proceeded to shut it down, at the request of the FBI.","Although authorities aren't sure if the threat is real, the Maryland Transportation Authority proceeded to shut it down, at the request of the FBI.",1_No_hallucination,"Although authorities aren't sure if the threat is real, the Maryland Transportation Authority proceeded to shut it down, at the request of the FBI.",1_No_hallucination,[0.9569111466407776],"Although authorities aren't sure if the threat is real, the Maryland Transportation Authority proceeded to shut it down, at the request of the FBI."
spa_Latn,eng_Latn,"De la peseta homófoba al rico euro rosa El negocio gay en México Cuando florece el dinero rosa El colectivo gay, usuario avanzado de la red Ecelan ✆ 17:35 10 oct 2008 (UTC)","From the very beginning of the year to the end of the year, we've seen a lot of gays and lesbians in the United States and around the world.","<<<From the very beginning of the year to the end of the year, we've seen a lot of>>> gays <<<and >>>lesbians <<<in the United States and around the world>>>.",4_Full_hallucination,"From the very beginning of the year to the end of the year, we've seen a lot of gays and lesbians in the United States and around the world.",4_Full_hallucination,[0.7505292296409607],"<<<From the very beginning of the year to the end of the year, we've seen a lot of>>> gays <<<and >>>lesbians <<<in the United States and around the world>>>."
spa_Latn,eng_Latn,Me parece simpática la idea d ela Retorta en la página de usuario,I like the idea of retorting on the user page.,I like the idea of retorting on the user page.,1_No_hallucination,I like the idea of retorting on the user page.,1_No_hallucination,[0.9540796875953674],I like the idea of retorting on the user page.
spa_Latn,eng_Latn,"Con una gran variedad de hoteles, restaurantes e instalaciones para convenciones de primer nivel, San Francisco ha ido desarrollando una gran infraestructura turística.","With a wide variety of first-class hotels, restaurants and convention facilities, San Francisco has been developing a great tourist infrastructure.","With a wide variety of first-class hotels, restaurants and convention facilities, San Francisco has been developing a great tourist infrastructure.",1_No_hallucination,"With a wide variety of first-class hotels, restaurants and convention facilities, San Francisco has been developing a great tourist infrastructure.",1_No_hallucination,[0.9607115387916565],"With a wide variety of first-class hotels, restaurants and convention facilities, San Francisco has been developing a great tourist infrastructure."
spa_Latn,eng_Latn,Las sillas de montar de marcas de alta calidad que pueden adquirirse en esa zona pueden presentar dos inconvenientes: algunas pueden ser imitaciones y las importadas auténticas pueden ser más costosas que en el país de origen.,"High-quality seats that can be purchased in that area can be duplicated and imported into the country where they are made, but they can be more expensive.","High-quality seats that can be purchased in that area can be duplicated and imported into the country <<<where they are made>>>, but they can be more expensive.",3_Partial_hallucination,"High-quality seats that can be purchased in that area can be duplicated and imported into the country where they are made, but they can be more expensive.",3_Partial_hallucination,[0.898312509059906],"High-quality seats that can be purchased in that area can be duplicated and imported into the country <<<where they are made>>>, but they can be more expensive."
spa_Latn,eng_Latn,Valla y pase,It's time to move on.,<<<It's time to>>> move on.,4_Full_hallucination,It's time to move on.,4_Full_hallucination,[0.8874005675315857],<<<It's time to>>> move on.
spa_Latn,eng_Latn,"Al viajar, prepárese para que no todo sea como «en casa». Habrá ciertas diferencias en cosas como los modales, la legislación, los alimentos, el tráfico, el alojamiento, las normas, el idioma, entre otros.","When you're traveling, make sure that you don't have to worry about things like the way things are going, the way they're going to be, the way things go.","When you're traveling, <<<make sure that you don't have to worry about>>> things like <<<the way things are going, the way they're going to be, the way things go>>>.",3_Partial_hallucination,"When you're traveling, make sure that you don't have to worry about things like the way things are going, the way they're going to be, the way things go.",3_Partial_hallucination,[0.8516342043876648],"When you're traveling, <<<make sure that you don't have to worry about>>> things like <<<the way things are going, the way they're going to be, the way things go>>>."
spa_Latn,eng_Latn,"La noche del 9 de agosto, el ojo de Morakot quedó a cerca de 60 km de distancia de la ciudad china de Fujian.","On the night of the 9th of August, Morakot's eyebrows were cut off from the Chinese city of Fujian.","On the night of the 9th of August, Morakot's eyebrows <<<were cut off>>> from the Chinese city of Fujian.",3_Partial_hallucination,"On the night of the 9th of August, Morakot's eyebrows were cut off from the Chinese city of Fujian.",3_Partial_hallucination,[0.8273452520370483],"On the night of the 9th of August, Morakot's eyebrows <<<were cut off>>> from the Chinese city of Fujian."
spa_Latn,eng_Latn,05:45 15 04-01-2008 (UTC-6),This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal.,<<<This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal>>>.,4_Full_hallucination,This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal.,4_Full_hallucination,[0.8657466769218445],<<<This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal>>>.
spa_Latn,eng_Latn,"Existía, además, otra tribu, formada por los maoríes que dejaron Nueva Zelanda, que se asentó en las islas Chatham.","There was also another tribe, made up of Maori who left New Zealand and settled on the Chatham Islands.","There was also another tribe, made up of Maori who left New Zealand and settled on the Chatham Islands.",1_No_hallucination,"There was also another tribe, made up of Maori who left New Zealand and settled on the Chatham Islands.",1_No_hallucination,[0.9593685269355774],"There was also another tribe, made up of Maori who left New Zealand and settled on the Chatham Islands."
spa_Latn,eng_Latn,"Es que esos ejemplos que mencionan son poestas místicos de España, creo que Sor Juana Inés de la Cruz fue mística, no le tengo confirmado, pero si es así podría opacar a esos dos fácilmente.","It's just that these examples are mystical poems from Spain, and I think they're mystical, but I don't think so.","It's just that these examples are mystical poems from Spain, and I think they're mystical, <<<but I don't think so>>>.",3_Partial_hallucination,"It's just that these examples are mystical poems from Spain, and I think they're mystical, but I don't think so.",3_Partial_hallucination,[0.8338543772697449],"It's just that these examples are mystical poems from Spain, and I think they're mystical, <<<but I don't think so>>>."
spa_Latn,eng_Latn,"Otros científicos sostienen que son pocas las probabilidades de que algún dinosaurio se alimentara con estas plantas, dado que son altamente venenosas; no obstante, en la actualidad, el perezoso y otras especies, como el loro (que descienden de los dinosaurios), pueden ingerir hojas o frutos venenosos.","Other scientists argue that it's unlikely that any dinosaur would eat these plants, but now it's up to us to figure out what to do with them and how to get them to eat them, and what not to do about them.","Other scientists argue that it's unlikely that any dinosaur would eat these plants, but now <<<it's up to us to figure out what to do with them and how to get them to>>> eat <<<them, and what not to do about them>>>.",3_Partial_hallucination,"Other scientists argue that it's unlikely that any dinosaur would eat these plants, but now it's up to us to figure out what to do with them and how to get them to eat them, and what not to do about them.",3_Partial_hallucination,[0.827046811580658],"Other scientists argue that it's unlikely that any dinosaur would eat these plants, but now <<<it's up to us to figure out what to do with them and how to get them to>>> eat <<<them, and what not to do about them>>>."
spa_Latn,eng_Latn,"Tampoco se requiere que obtenga un número local del lugar en donde vive; puede recurrir a una conexión a Internet por satélite en las zonas salvajes de Chicken, en Alaska, y elegir un número que señale que usted se localiza en la soleada Arizona.","You don't have to get a local phone number, you can get a satellite phone number in the wilderness of Chickamauga, Alaska, and you can pick a phone number that says you're in the sunshine.","You don't have to get a local <<<phone>>> number, you can get a satellite <<<phone number>>> in the wilderness of Chickamauga, Alaska, and you can pick a <<<phone>>> number that says you're in the sunshine.",3_Partial_hallucination,"You don't have to get a local phone number, you can get a satellite phone number in the wilderness of Chickamauga, Alaska, and you can pick a phone number that says you're in the sunshine.",3_Partial_hallucination,[0.8018190860748291],"You don't have to get a local <<<phone>>> number, you can get a satellite <<<phone number>>> in the wilderness of Chickamauga, Alaska, and you can pick a <<<phone>>> number that says you're in the sunshine."
spa_Latn,eng_Latn,"Hola, Gracias por echarme una mano con el artículo de Federico II el Grande.","Hi, thanks for helping me with the article by Frederick II the Great.","Hi, thanks for helping me with the article by Frederick II the Great.",1_No_hallucination,"Hi, thanks for helping me with the article by Frederick II the Great.",1_No_hallucination,[0.9590333104133606],"Hi, thanks for helping me with the article by Frederick II the Great."
spa_Latn,eng_Latn,"Johnson está en la segunda posición con 2243 puntos, siete puntos abajo.",Johnson is in second place with 224 points.,Johnson is in second place with 224 points.,1_No_hallucination,Johnson is in second place with 224 points.,1_No_hallucination,[0.9810738563537598],Johnson is in second place with 224 points.
spa_Latn,eng_Latn,La prensa local informó que una patrulla de bomberos del aeropuerto volcó mientras prestaba servicio.,The local press reported that an airport fire patrol overturned while it was serving.,The local press reported that an airport fire patrol overturned while it was serving.,1_No_hallucination,The local press reported that an airport fire patrol overturned while it was serving.,1_No_hallucination,[0.9260637760162354],The local press reported that an airport fire patrol overturned while it was serving.
spa_Latn,eng_Latn,"No es que no esté de acuerdo con el que tú ponías, pero el de promocional lleva ya casi un mes y el único movimiento que ha habido en el artículo han sido borrados injustificados del aviso","It's not that I don't agree with what you're saying, it's that it's been a long time coming.","It's not that I don't agree with what you're saying, <<<it's that it's been a long time coming>>>.",3_Partial_hallucination,"It's not that I don't agree with what you're saying, it's that it's been a long time coming.",3_Partial_hallucination,[0.8799815773963928],"It's not that I don't agree with what you're saying, <<<it's that it's been a long time coming>>>."
spa_Latn,eng_Latn,"En efecto, no existe solo una cosa que sea bueno aprender. El aprendizaje se produce a través de la interacción entre el conocimiento presentado y quien lo incorpora.","In fact, there is no such thing as a ""good"" learning curve, but it's a ""bad"" one.","In fact, there is no such thing as a ""good"" learning <<<curve, but it's a ""bad"" one>>>.",3_Partial_hallucination,"In fact, there is no such thing as a ""good"" learning curve, but it's a ""bad"" one.",3_Partial_hallucination,[0.868865430355072],"In fact, there is no such thing as a ""good"" learning <<<curve, but it's a ""bad"" one>>>."
spa_Latn,eng_Latn,"Pese a que existe la posibilidad de que escuche el término de la boca de los groenlandeses, quienes vienen de otros países deben evitar usarla.","Although there is a possibility of hearing the term from the mouths of Greenlanders, those from other countries should avoid using it.","Although there is a possibility of hearing the term from the mouths of Greenlanders, those from other countries should avoid using it.",1_No_hallucination,"Although there is a possibility of hearing the term from the mouths of Greenlanders, those from other countries should avoid using it.",1_No_hallucination,[0.9443522095680237],"Although there is a possibility of hearing the term from the mouths of Greenlanders, those from other countries should avoid using it."
spa_Latn,eng_Latn,"Debido a lo bajo que se encuentra Black Beauty, fue difícil para la policía de Nueva Zelanda determinar con sus radares de velocidad cuán rápido iba el Sr. Reid y en el único momento en el que pudieron medir su tiempo fue cuando desaceleró a 160 km/h.","Because of Black Beauty, it was difficult for the police in New Zealand to determine how fast Mr. Reid was traveling, and the only time they were able to measure his time was when he was slowing down.","Because of Black Beauty, it was difficult for the police in New Zealand to determine how fast Mr. Reid was traveling, and the only time they were able to measure his time was when he was slowing down.",1_No_hallucination,"Because of Black Beauty, it was difficult for the police in New Zealand to determine how fast Mr. Reid was traveling, and the only time they were able to measure his time was when he was slowing down.",1_No_hallucination,[0.9102180004119873],"Because of Black Beauty, it was difficult for the police in New Zealand to determine how fast Mr. Reid was traveling, and the only time they were able to measure his time was when he was slowing down."
spa_Latn,eng_Latn,ALQAEDA GENTE MUY MALA.,The people are very bad.,<<<The>>> people are very bad.,2_Small_hallucination,The people are very bad.,2_Small_hallucination,[0.8661777377128601],<<<The>>> people are very bad.
spa_Latn,eng_Latn,Pompilio Zigrino Pompilio,This is a list of the official languages of the European Union.,<<<This is a list of the official languages of the European Union>>>.,4_Full_hallucination,This is a list of the official languages of the European Union.,4_Full_hallucination,[0.8559697270393372],<<<This is a list of the official languages of the European Union>>>.
spa_Latn,eng_Latn,Lo insultante es que le digas a tu interlocutor (o sea a mí) que entendés que ponga energía en la discusión porque tiene el cerebro lavado.,The insulting thing is that you tell your interlocutor (i.e. me) that you understand that he should put energy into the discussion because he's brainwashed.,The insulting thing is that you tell your interlocutor (i.e. me) that you understand that he should put energy into the discussion because he's brainwashed.,1_No_hallucination,The insulting thing is that you tell your interlocutor (i.e. me) that you understand that he should put energy into the discussion because he's brainwashed.,1_No_hallucination,[0.9020397067070007],The insulting thing is that you tell your interlocutor (i.e. me) that you understand that he should put energy into the discussion because he's brainwashed.
spa_Latn,eng_Latn,"Las avalanchas no son algo anormal; las pendientes pronunciadas únicamente resisten cierta cantidad de nieve, por lo que el exceso caerá en forma de aludes.","The avalanches are not unusual; the steep slopes only withstand a certain amount of snow, so the excess will fall in the form of alluvions.","The avalanches are not unusual; the steep slopes only withstand a certain amount of snow, so the excess will fall in the form of alluvions.",1_No_hallucination,"The avalanches are not unusual; the steep slopes only withstand a certain amount of snow, so the excess will fall in the form of alluvions.",1_No_hallucination,[0.9483827948570251],"The avalanches are not unusual; the steep slopes only withstand a certain amount of snow, so the excess will fall in the form of alluvions."
spa_Latn,eng_Latn,"Presidentes de la Generalitat nacidos en Andalucía: Luis de Tena, Guadix (Granada) Alfonso de Sotomayor, Carmona (Sevilla).",President of the General Assembly of the United States of America (U.S.A.) who was born in Andalusia.,President of the General <<<Assembly of the United States of America (U.S.A.)>>> who was born in Andalusia.,3_Partial_hallucination,President of the General Assembly of the United States of America (U.S.A.) who was born in Andalusia.,3_Partial_hallucination,[0.7957977056503296],President of the General <<<Assembly of the United States of America (U.S.A.)>>> who was born in Andalusia.
spa_Latn,eng_Latn,Instintos asesinos : «Daría todo lo que fuese por machacarle la cabeza como a una nuez a ese cerdo con patas llamado bibliotecario Drini »,I'd give it all away if I'd just cut off the head like a nut for a pig named Dr. Dre.,I'd give it all away if I'd just cut off the head like a nut for a pig named Dr. Dre.,1_No_hallucination,I'd give it all away if I'd just cut off the head like a nut for a pig named Dr. Dre.,1_No_hallucination,[0.9096819162368774],I'd give it all away if I'd just cut off the head like a nut for a pig named Dr. Dre.
spa_Latn,eng_Latn,"Desde ya, un corredor de la media milla de primera categoría, que puede superar los dos minutos, debe tener un buen nivel de velocidad, pero debe cultivar la resistencia a toda costa.","From now on, a first-class half-mile runner, who can exceed two minutes, must have a good level of speed, but must cultivate endurance at all costs.","From now on, a first-class half-mile runner, who can exceed two minutes, must have a good level of speed, but must cultivate endurance at all costs.",1_No_hallucination,"From now on, a first-class half-mile runner, who can exceed two minutes, must have a good level of speed, but must cultivate endurance at all costs.",1_No_hallucination,[0.9328170418739319],"From now on, a first-class half-mile runner, who can exceed two minutes, must have a good level of speed, but must cultivate endurance at all costs."
spa_Latn,eng_Latn,"están locos o que, el almuerzo no es la comida principal, si no la comida que está a mitad entre el desayuno y la comida","Are you crazy or what, lunch isn't the main meal, if not the meal that's halfway between breakfast and dinner?","Are you crazy or what, lunch isn't the main meal, if not the meal that's halfway between breakfast and dinner?",1_No_hallucination,"Are you crazy or what, lunch isn't the main meal, if not the meal that's halfway between breakfast and dinner?",1_No_hallucination,[0.9381908774375916],"Are you crazy or what, lunch isn't the main meal, if not the meal that's halfway between breakfast and dinner?"
spa_Latn,eng_Latn,No se menciona El Libro de Mormón para nada...,The Book of Mormon is not mentioned at all...,The Book of Mormon is not mentioned at all...,1_No_hallucination,The Book of Mormon is not mentioned at all...,1_No_hallucination,[0.9636484384536743],The Book of Mormon is not mentioned at all...
spa_Latn,eng_Latn,Bajo el mando de Deng Xiaoping se introdujeron las primeras reformas económicas.,"Under the leadership of Deng Xiaoping, the first economic reforms took place.","Under the leadership of Deng Xiaoping, the first economic reforms took place.",1_No_hallucination,"Under the leadership of Deng Xiaoping, the first economic reforms took place.",1_No_hallucination,[0.9663484692573547],"Under the leadership of Deng Xiaoping, the first economic reforms took place."
spa_Latn,eng_Latn,"El bulo lo metes tú, ya que desde hace mucho tiempo, el chamorro es considerado por una parte de los lingüistas un español-austronesio","You've got to get the ball rolling, because you've got a lot to do with it.","<<<You've got to get the ball rolling, because you've got a lot to do with it>>>.",4_Full_hallucination,"You've got to get the ball rolling, because you've got a lot to do with it.",4_Full_hallucination,[0.8712841868400574],"<<<You've got to get the ball rolling, because you've got a lot to do with it>>>."
spa_Latn,eng_Latn,Quien te crees que sos para juzgar lo relevante para una organizacion internacional como,Who do you think you are to judge what's relevant to an international organization like,Who do you think you are to judge what's relevant to an international organization like,1_No_hallucination,Who do you think you are to judge what's relevant to an international organization like,1_No_hallucination,[0.9581304788589478],Who do you think you are to judge what's relevant to an international organization like
spa_Latn,eng_Latn,"Para obtener asesoramiento o autorizaciones y realizar reclamos, deben exhibir el correo electrónico de la aseguradora y sus números de teléfono internacionales.","To obtain advice or authorization and to make claims, you must display the insurer's e-mail address and international telephone numbers.","To obtain advice or authorization and to make claims, you must display the insurer's e-mail address and international telephone numbers.",1_No_hallucination,"To obtain advice or authorization and to make claims, you must display the insurer's e-mail address and international telephone numbers.",1_No_hallucination,[0.9487066864967346],"To obtain advice or authorization and to make claims, you must display the insurer's e-mail address and international telephone numbers."
spa_Latn,eng_Latn,Ni la Real Académica de la Lengua ni alguna institución histórica avala este concepto ni esta definición.,Neither the Royal Academy nor any other historical institution supports this concept.,Neither the Royal Academy nor any other historical institution supports this concept.,1_No_hallucination,Neither the Royal Academy nor any other historical institution supports this concept.,1_No_hallucination,[0.9755068421363831],Neither the Royal Academy nor any other historical institution supports this concept.
spa_Latn,eng_Latn,La cantidad de hablantes nativos será diferente según se computen o no dialectos que estén muy relacionados entre sí.,The number of native speakers will vary depending on whether or not dialects are closely related to each other.,The number of native speakers will vary depending on whether or not dialects are closely related to each other.,1_No_hallucination,The number of native speakers will vary depending on whether or not dialects are closely related to each other.,1_No_hallucination,[0.9572805166244507],The number of native speakers will vary depending on whether or not dialects are closely related to each other.
spa_Latn,eng_Latn,"Muy felices fiestas también para ti y los tuyos, Enrique",Happy birthday to you and your family.,Happy birthday to you and your family.,1_No_hallucination,Happy birthday to you and your family.,1_No_hallucination,[0.9770094752311707],Happy birthday to you and your family.
spa_Latn,eng_Latn,"El Sol no tiene una corteza como la Tierra, sobre la que uno pueda pararse. Está compuesto en su totalidad por gases, fuego y plasma.","The Sun does not have a crust like the Earth, and it is composed entirely of gas, fire, and plasma.","The Sun does not have a crust like the Earth, and it is composed entirely of gas, fire, and plasma.",1_No_hallucination,"The Sun does not have a crust like the Earth, and it is composed entirely of gas, fire, and plasma.",1_No_hallucination,[0.9542554616928101],"The Sun does not have a crust like the Earth, and it is composed entirely of gas, fire, and plasma."
spa_Latn,eng_Latn,"No sé si ayudará o no, pero por lo que se valga....","I don't know if it's going to help, but for what it's worth.","I don't know if it's going to help, but for what it's worth.",1_No_hallucination,"I don't know if it's going to help, but for what it's worth.",1_No_hallucination,[0.9583455324172974],"I don't know if it's going to help, but for what it's worth."
spa_Latn,eng_Latn,"Hay otros ejemplos de títulos de libros y películas con palabras despectivas y malsonantes, como Dos fumaos muy colgaos y Dos tontos muy tontos.","There are other examples of books and movies that contain words that make you feel bad, such as ""Two Very Hungry"" and ""Three Very Hungry Fools"".","There are other examples of books and movies that contain words that make you feel bad, such as ""Two Very <<<Hungry>>>"" and ""Three Very <<<Hungry>>> Fools"".",2_Small_hallucination,"There are other examples of books and movies that contain words that make you feel bad, such as ""Two Very Hungry"" and ""Three Very Hungry Fools"".",2_Small_hallucination,[0.7576329112052917],"There are other examples of books and movies that contain words that make you feel bad, such as ""Two Very <<<Hungry>>>"" and ""Three Very <<<Hungry>>> Fools""."
spa_Latn,eng_Latn,Miguel Etchecolatz fue beneficiado anoche a la prisión domiciliaria.,Miguel Etchecolatz was given the benefit of the doubt.,Miguel Etchecolatz was given the benefit <<<of the doubt>>>.,3_Partial_hallucination,Miguel Etchecolatz was given the benefit of the doubt.,3_Partial_hallucination,[0.878404438495636],Miguel Etchecolatz was given the benefit <<<of the doubt>>>.
spa_Latn,eng_Latn,Aristarco de,"It's not just me, it's you.","<<<It's not just me, it's you>>>,",4_Full_hallucination,"It's not just me, it's you.",4_Full_hallucination,[0.8362776041030884],"<<<It's not just me, it's you>>>,"
spa_Latn,eng_Latn,"«Espero poder volver a mis funciones el lunes», manifestó Arias en un comunicado.","""I hope to return to my duties on Monday"", Arias said in a statement.","""I hope to return to my duties on Monday"", Arias said in a statement.",1_No_hallucination,"""I hope to return to my duties on Monday"", Arias said in a statement.",1_No_hallucination,[0.96892911195755],"""I hope to return to my duties on Monday"", Arias said in a statement."
spa_Latn,eng_Latn,La Guerra de Sucesión de España fue la primera cuyo objeto principal fue el equilibrio de poder.,The War of Spanish Succession was the first of its kind.,The War of Spanish Succession was the first <<<of its kind>>>.,3_Partial_hallucination,The War of Spanish Succession was the first of its kind.,3_Partial_hallucination,[0.9084521532058716],The War of Spanish Succession was the first <<<of its kind>>>.
spa_Latn,eng_Latn,La comunicación asincrónica fomenta el tomarse un tiempo para reflexionar y reaccionar frente a otros.,"As a result of this, we are encouraged to take time to reflect on others.","<<<As a result of this>>>, we are encouraged to take time to reflect on others.",3_Partial_hallucination,"As a result of this, we are encouraged to take time to reflect on others.",3_Partial_hallucination,[0.890079140663147],"<<<As a result of this>>>, we are encouraged to take time to reflect on others."
spa_Latn,eng_Latn,"Con frecuencia, es preciso comprar un número global por separado que permita que lo llamen desde teléfonos PSTN. De dónde proviene ese número marca la diferencia para quienes lo llaman.","Often, you have to buy a separate global number that allows you to call from PSTN phones.","Often, you have to buy a separate global number that allows you to call from PSTN phones.",1_No_hallucination,"Often, you have to buy a separate global number that allows you to call from PSTN phones.",1_No_hallucination,[0.9576125741004944],"Often, you have to buy a separate global number that allows you to call from PSTN phones."
spa_Latn,eng_Latn,MetroRail cuenta con dos tipos de ferrocarriles suburbanos en Ciudad del Cabo y zonas aledañas: MetroPlus (también conocido como Primera Clase) y Metro (denominado Tercera Clase).,MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called Third Class).,MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called Third Class).,1_No_hallucination,MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called Third Class).,1_No_hallucination,[0.9475744366645813],MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called Third Class).
spa_Latn,eng_Latn,"Así es, hace un rato lo estoy revisando y realizando la tabla correspondiente para añadirla.","That's right, I've been reviewing it for a while and doing the corresponding table to add it.","That's right, I've been reviewing it for a while and doing the corresponding table to add it.",1_No_hallucination,"That's right, I've been reviewing it for a while and doing the corresponding table to add it.",1_No_hallucination,[0.9342661499977112],"That's right, I've been reviewing it for a while and doing the corresponding table to add it."
spa_Latn,eng_Latn,El periódico británico The Guardian señaló que Deutsche Bank tenía el control de cerca de la tercera parte de las 1200 compañías fantasma que se usaron para llevar esto a cabo.,The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the world's ghostly companies.,The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the <<<world's>>> ghostly companies.,2_Small_hallucination,The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the world's ghostly companies.,2_Small_hallucination,[0.9085804224014282],The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the <<<world's>>> ghostly companies.
spa_Latn,eng_Latn,"Te lo dije en tu sección de discusión, deja de ser Mala Leche con mi persona, no te metas en los artículos que yo haya creado y reconoce que trabajas para el binominalismo y eres bien descarado para finalizar con Saludos .ROCKAN9OL","I told you in your discussion section, stop being Bad Milk with me personally, don't get involved in the articles I've created and admit that you work for binominalism and you're pretty shy to end up with Greetings.","I told you in your discussion section, stop being Bad Milk with me personally, don't get involved in the articles I've created and admit that you work for binominalism and you're pretty shy to end up with Greetings.",1_No_hallucination,"I told you in your discussion section, stop being Bad Milk with me personally, don't get involved in the articles I've created and admit that you work for binominalism and you're pretty shy to end up with Greetings.",1_No_hallucination,[0.8667261004447937],"I told you in your discussion section, stop being Bad Milk with me personally, don't get involved in the articles I've created and admit that you work for binominalism and you're pretty shy to end up with Greetings."
spa_Latn,eng_Latn,"De vez en cuando, se llevan a cabo excursiones aéreas especializadas que se adentran para practicar montañismo o dirigirse hasta el Polo, en donde hay una base grande.","Occasionally, specialized aerial excursions are carried out to practice mountaineering or head to the Pole, where there is a large base.","Occasionally, specialized aerial excursions are carried out to practice mountaineering or head to the Pole, where there is a large base.",1_No_hallucination,"Occasionally, specialized aerial excursions are carried out to practice mountaineering or head to the Pole, where there is a large base.",1_No_hallucination,[0.9380901455879211],"Occasionally, specialized aerial excursions are carried out to practice mountaineering or head to the Pole, where there is a large base."
